name,latitude,longitude,city,country,data_source,osm_id
Dog Park 1106015453,48.1862382,16.3505542,Vienna,Austria,OpenStreetMap,1106015453
Dog Park 1107364989,48.2269494,16.3907273,Vienna,Austria,OpenStreetMap,1107364989
Dog Park 1112305576,48.2196815,16.4006105,Vienna,Austria,OpenStreetMap,1112305576
Dog Park 1119205866,48.2100825,16.3276341,Vienna,Austria,OpenStreetMap,1119205866
Dog Park 1127835805,48.1722031,16.4086347,Vienna,Austria,OpenStreetMap,1127835805
Dog Park 1148458940,48.2523044,16.3595217,Vienna,Austria,OpenStreetMap,1148458940
Dog Park 1149354276,48.222707,16.310183,Vienna,Austria,OpenStreetMap,1149354276
Dog Park 1171744063,48.1678648,16.3839987,Vienna,Austria,OpenStreetMap,1171744063
Dog Park 1180978172,48.2543983,16.4437564,Vienna,Austria,OpenStreetMap,1180978172
Dog Park 1185472685,48.1814835,16.3556691,Vienna,Austria,OpenStreetMap,1185472685
Dog Park 1186186854,48.239894,16.3823724,Vienna,Austria,OpenStreetMap,1186186854
Dog Park 1188344041,48.2439433,16.3735368,Vienna,Austria,OpenStreetMap,1188344041
Dog Park 1189698091,48.248699,16.3781816,Vienna,Austria,OpenStreetMap,1189698091
Dog Park 1194072452,48.2323202,16.3624757,Vienna,Austria,OpenStreetMap,1194072452
Dog Park 1204253667,48.2732669,16.3942343,Vienna,Austria,OpenStreetMap,1204253667
Dog Park 1204720213,48.2101925,16.408819,Vienna,Austria,OpenStreetMap,1204720213
Dog Park 1208321342,48.2304096,16.3890743,Vienna,Austria,OpenStreetMap,1208321342
Dog Park 1214072895,48.2745029,16.4056281,Vienna,Austria,OpenStreetMap,1214072895
Dog Park 1220057173,48.241184,16.4422265,Vienna,Austria,OpenStreetMap,1220057173
Dog Park 1256041524,48.1912457,16.4054324,Vienna,Austria,OpenStreetMap,1256041524
Dog Park 1290607439,48.2004151,16.3823417,Vienna,Austria,OpenStreetMap,1290607439
Dog Park 1297408566,48.171345,16.396707,Vienna,Austria,OpenStreetMap,1297408566
Dog Park 1327640677,48.2582762,16.4429667,Vienna,Austria,OpenStreetMap,1327640677
Dog Park 1365391111,48.179825,16.3871159,Vienna,Austria,OpenStreetMap,1365391111
Dog Park 1370103203,48.15215,16.3451827,Vienna,Austria,OpenStreetMap,1370103203
Hundeauslaufplatz Donauinsel Nord,48.2530776,16.3812257,Vienna,Austria,OpenStreetMap,1416152543
Hundeauslaufplatz Neue Donau Süd,48.2069951,16.4454571,Vienna,Austria,OpenStreetMap,1416154049
Dog Park 1460152595,48.1880148,16.3634838,Vienna,Austria,OpenStreetMap,1460152595
Dog Park 1460152596,48.1881523,16.3557822,Vienna,Austria,OpenStreetMap,1460152596
Dog Park 1460152814,48.1948439,16.3545485,Vienna,Austria,OpenStreetMap,1460152814
Dog Park 812292956,50.1056984,14.4095367,Prague,Czech Republic,OpenStreetMap,812292956
Dog Park 3653958479,50.0735901,14.5016529,Prague,Czech Republic,OpenStreetMap,3653958479
Dog Park 3653958480,50.0733383,14.5007198,Prague,Czech Republic,OpenStreetMap,3653958480
parčík pro psy,50.0843454,14.4961489,Prague,Czech Republic,OpenStreetMap,8310544626
Dog Park 8486497341,50.0384131,14.4593355,Prague,Czech Republic,OpenStreetMap,8486497341
parčík pro psy,50.0851156,14.5011232,Prague,Czech Republic,OpenStreetMap,8618143574
Dog Park 9632999618,50.005145,14.4910649,Prague,Czech Republic,OpenStreetMap,9632999618
Dog Park 9785093813,50.1134137,14.4260801,Prague,Czech Republic,OpenStreetMap,9785093813
Dog Park 10846794303,50.0772442,14.3993999,Prague,Czech Republic,OpenStreetMap,10846794303
Dog Park 10846824501,50.0668327,14.4256957,Prague,Czech Republic,OpenStreetMap,10846824501
Dog Park 13522261506,50.0086591,14.4129585,Prague,Czech Republic,OpenStreetMap,13522261506
psí louka Libeň,50.1104128,14.4699151,Prague,Czech Republic,OpenStreetMap,45899007
Český kynologický svaz - cvičák,50.1131798,14.486423,Prague,Czech Republic,OpenStreetMap,205203883
psí louka,50.1095694,14.492955,Prague,Czech Republic,OpenStreetMap,294298591
Dog Park 312931612,50.0177884,14.4983518,Prague,Czech Republic,OpenStreetMap,312931612
Psí louka,50.045952,14.4573123,Prague,Czech Republic,OpenStreetMap,321374401
Dog Park 332000990,50.1304398,14.4722448,Prague,Czech Republic,OpenStreetMap,332000990
Dog Park 332088168,50.0772753,14.5070612,Prague,Czech Republic,OpenStreetMap,332088168
psí hřiště,50.1237527,14.492903,Prague,Czech Republic,OpenStreetMap,356685989
Středisko výcviku vodicích psů,50.0573749,14.3695375,Prague,Czech Republic,OpenStreetMap,362962668
Dog Park 414382549,50.1132034,14.4157966,Prague,Czech Republic,OpenStreetMap,414382549
Dog Park 433784603,50.1319219,14.4261677,Prague,Czech Republic,OpenStreetMap,433784603
Dog Park 433784735,50.132367,14.4268317,Prague,Czech Republic,OpenStreetMap,433784735
Dog Park 451842049,50.1296787,14.4167772,Prague,Czech Republic,OpenStreetMap,451842049
Dog Park 499325219,50.0658362,14.4464104,Prague,Czech Republic,OpenStreetMap,499325219
psí louka,50.1165279,14.4705749,Prague,Czech Republic,OpenStreetMap,502834354
Dog Park 598083365,50.1063046,14.4898094,Prague,Czech Republic,OpenStreetMap,598083365
Dog Park 635327035,50.1348848,14.4351635,Prague,Czech Republic,OpenStreetMap,635327035
Dog Park 689367629,50.1267065,14.3786989,Prague,Czech Republic,OpenStreetMap,689367629
Dog Park 770757214,50.0960587,14.4587246,Prague,Czech Republic,OpenStreetMap,770757214
Dog Park 856103459,50.1001163,14.4912653,Prague,Czech Republic,OpenStreetMap,856103459
Dog Park 913806245,50.0959471,14.4858588,Prague,Czech Republic,OpenStreetMap,913806245
Dog Park 914788043,50.0779271,14.4299912,Prague,Czech Republic,OpenStreetMap,914788043
Dog Park 933840891,50.1327156,14.4072038,Prague,Czech Republic,OpenStreetMap,933840891
Agility park pro psy,50.061194,14.4973558,Prague,Czech Republic,OpenStreetMap,992057770
Dog Park 1026770655,50.0968182,14.4266986,Prague,Czech Republic,OpenStreetMap,1026770655
Psí hřiště Vrch svatého kříže,50.0861015,14.4630884,Prague,Czech Republic,OpenStreetMap,1136706506
Dog Park 1138381939,50.0965486,14.4664558,Prague,Czech Republic,OpenStreetMap,1138381939
Dog Park 1148482624,50.059316,14.4485211,Prague,Czech Republic,OpenStreetMap,1148482624
Dog Park 1188806810,50.1388668,14.4673704,Prague,Czech Republic,OpenStreetMap,1188806810
Agility park Podolské nábřeží,50.0556513,14.4192278,Prague,Czech Republic,OpenStreetMap,1272731452
Dog Park 1383283692,50.0535718,14.4101731,Prague,Czech Republic,OpenStreetMap,1383283692
Dog Park 1482560788,50.1379404,14.3846468,Prague,Czech Republic,OpenStreetMap,1482560788
Dog Park 12204747917,52.2129219,20.9995674,Warsaw,Poland,OpenStreetMap,12204747917
Dog Park 12459017521,52.1671671,21.0392159,Warsaw,Poland,OpenStreetMap,12459017521
Dog Park 12478372368,52.2097421,21.0582413,Warsaw,Poland,OpenStreetMap,12478372368
Dog Park 13453275220,52.2340082,20.9946487,Warsaw,Poland,OpenStreetMap,13453275220
Dog Park 107300116,52.1962645,20.9657408,Warsaw,Poland,OpenStreetMap,107300116
Dog Park 175508845,52.177332,21.0540078,Warsaw,Poland,OpenStreetMap,175508845
Dog Park 315373654,52.2465488,21.0006412,Warsaw,Poland,OpenStreetMap,315373654
Dog Park 442138358,52.1790353,21.0491777,Warsaw,Poland,OpenStreetMap,442138358
Dog Park 682942039,52.1660062,21.0818177,Warsaw,Poland,OpenStreetMap,682942039
Psadyba,52.1847101,21.0724802,Warsaw,Poland,OpenStreetMap,709823596
Dog Park 709828676,52.1826277,21.0643025,Warsaw,Poland,OpenStreetMap,709828676
Dog Park 711252370,52.2628138,20.9599959,Warsaw,Poland,OpenStreetMap,711252370
Dog Park 715061390,52.296311,20.9487843,Warsaw,Poland,OpenStreetMap,715061390
Dog Park 715061391,52.2278347,21.0358005,Warsaw,Poland,OpenStreetMap,715061391
Dog Park 716911402,52.2467965,21.0004925,Warsaw,Poland,OpenStreetMap,716911402
Dog Park 725150146,52.2630169,21.0463127,Warsaw,Poland,OpenStreetMap,725150146
Dog Park 760037895,52.1674129,21.0304773,Warsaw,Poland,OpenStreetMap,760037895
Dog Park 788037527,52.1573494,20.9623751,Warsaw,Poland,OpenStreetMap,788037527
Dog Park 854941329,52.2844982,20.9411425,Warsaw,Poland,OpenStreetMap,854941329
Dog Park 908418971,52.2438424,20.9688546,Warsaw,Poland,OpenStreetMap,908418971
Dog Park 975577495,52.2729288,20.9573329,Warsaw,Poland,OpenStreetMap,975577495
Dog Park 1040874921,52.2368695,20.9782034,Warsaw,Poland,OpenStreetMap,1040874921
Dog Park 1110575913,52.2378413,20.9876662,Warsaw,Poland,OpenStreetMap,1110575913
Dog Park 1212449002,52.2475668,21.0615646,Warsaw,Poland,OpenStreetMap,1212449002
Dog Park 1496681243,52.2717607,21.0510237,Warsaw,Poland,OpenStreetMap,1496681243
Dog Park 1496681244,52.2718375,21.0505847,Warsaw,Poland,OpenStreetMap,1496681244
Hundrastgård,59.2789287,18.1348091,Stockholm,Sweden,OpenStreetMap,12031529969
Monteliusvägens hundrastgård,59.3207873,18.0596507,Stockholm,Sweden,OpenStreetMap,13245355311
Dog Park 30255061,59.2857233,18.0024535,Stockholm,Sweden,OpenStreetMap,30255061
Dog Park 31892436,59.2938492,18.0067043,Stockholm,Sweden,OpenStreetMap,31892436
Dog Park 41201117,59.2656516,18.0641325,Stockholm,Sweden,OpenStreetMap,41201117
Björns Trädgårds hundrastgård,59.3156731,18.0736705,Stockholm,Sweden,OpenStreetMap,58082448
Humlegårdens hundrastgård,59.3390331,18.0705234,Stockholm,Sweden,OpenStreetMap,87242823
Kronobergsparkens hundrastgård,59.3319781,18.0363495,Stockholm,Sweden,OpenStreetMap,97420695
Sankt Göransparkens hundrastgård,59.3351296,18.0250167,Stockholm,Sweden,OpenStreetMap,97420696
Tantobergets hundrastgård,59.3129905,18.0439599,Stockholm,Sweden,OpenStreetMap,121158079
Turingeparkens hundrastgård,59.2709174,18.0175908,Stockholm,Sweden,OpenStreetMap,129792143
Vitabergsparkens hundrastgård,59.3116354,18.0917885,Stockholm,Sweden,OpenStreetMap,164359635
Drakenbergsparkens hundrastgård,59.3140504,18.0413773,Stockholm,Sweden,OpenStreetMap,211371859
Henriksdalsallén hundrastgård,59.3112331,18.1067693,Stockholm,Sweden,OpenStreetMap,246334227
Kristinehovs malmgårds hundrastgård,59.3185427,18.0411323,Stockholm,Sweden,OpenStreetMap,298092213
Hammarby Fabriksvägs hundrastgård,59.3016554,18.1098281,Stockholm,Sweden,OpenStreetMap,367855713
Västra Hjorthagsparken hundrastgård - Stockholm,59.3554271,18.0925974,Stockholm,Sweden,OpenStreetMap,403345825
Tessinparkens hundrastgård,59.3449119,18.0939352,Stockholm,Sweden,OpenStreetMap,469672411
Kontorsparkens hundrastgård - Stockholm,59.3572073,18.088394,Stockholm,Sweden,OpenStreetMap,470246909
Hospitalparkens hundrastgårdar,59.3137182,18.1063991,Stockholm,Sweden,OpenStreetMap,485519155
Konradsbergsparkens hundrastgård,59.3310119,18.0181314,Stockholm,Sweden,OpenStreetMap,497274996
Dog Park 501150544,59.303529,18.0282842,Stockholm,Sweden,OpenStreetMap,501150544
Kvarnbergets hundrastgård,59.3343842,18.0440035,Stockholm,Sweden,OpenStreetMap,578579536
Dog Park 584277264,59.2602902,18.0815765,Stockholm,Sweden,OpenStreetMap,584277264
Dog Park 678868970,59.2991821,18.0073106,Stockholm,Sweden,OpenStreetMap,678868970
Dog Park 683746680,59.2971982,18.0706732,Stockholm,Sweden,OpenStreetMap,683746680
Category:Vanadislundens hundrastgård,59.348179,18.0556013,Stockholm,Sweden,OpenStreetMap,703298765
Nedre myren hundrastgård,59.2923697,18.131494,Stockholm,Sweden,OpenStreetMap,721893626
Frisens parks hundrastgård,59.3230313,18.1173079,Stockholm,Sweden,OpenStreetMap,757516696
Hundrastgård Observatorielunden - Stockholm,59.3419406,18.055873,Stockholm,Sweden,OpenStreetMap,772128348
Skinnarviksbergets hundrastgård,59.3193504,18.0506835,Stockholm,Sweden,OpenStreetMap,778560402
Vasaparkens hundrastgård,59.3392618,18.0402063,Stockholm,Sweden,OpenStreetMap,778841139
Årstabergsparkens Hundrastgård,59.3041586,18.0354678,Stockholm,Sweden,OpenStreetMap,806323539
Enskede hundrastgård,59.2811574,18.0684403,Stockholm,Sweden,OpenStreetMap,808117136
Solvändans Hundrastgård,59.3440541,18.0347758,Stockholm,Sweden,OpenStreetMap,816519306
Dog Park 824133767,59.2596794,18.0491759,Stockholm,Sweden,OpenStreetMap,824133767
Fatbursparkens hundrastgård,59.3157023,18.0699603,Stockholm,Sweden,OpenStreetMap,836461830
Vintervikens hundrastgård,59.3123487,17.9974536,Stockholm,Sweden,OpenStreetMap,913516465
Valla Torg Hundrastgård,59.2952684,18.0491461,Stockholm,Sweden,OpenStreetMap,995877862
Årstalidens Hundrastgård,59.3017339,18.0512301,Stockholm,Sweden,OpenStreetMap,995878048
Strandvägens hundrastgård - Stockholm,59.331648,18.0878723,Stockholm,Sweden,OpenStreetMap,1017560058
Henriksdalsbergets hundrastgård,59.3111648,18.118203,Stockholm,Sweden,OpenStreetMap,1068558952
Hagakullens hundrastgård,59.368784,18.0240818,Stockholm,Sweden,OpenStreetMap,1086490909
Södra parkens hundrastgård,59.3602755,18.0124054,Stockholm,Sweden,OpenStreetMap,1108131570
Dog Park 1123331258,59.2710302,17.9976629,Stockholm,Sweden,OpenStreetMap,1123331258
Dog Park 1162291027,59.2668646,18.0454837,Stockholm,Sweden,OpenStreetMap,1162291027
Skuggboparken,59.3986763,18.0411998,Stockholm,Sweden,OpenStreetMap,1187636296
Turingeparkens hundrastgård,59.2709174,18.0175908,Stockholm,Sweden,OpenStreetMap,1193312691
Dog Park 1203033733,59.2991398,18.0854872,Stockholm,Sweden,OpenStreetMap,1203033733
Järvastadens hundrastgård,59.3832234,17.9963868,Stockholm,Sweden,OpenStreetMap,1204583896
Tassmötets Hundrastgård Stureby - Enskede,59.278221,18.0400147,Stockholm,Sweden,OpenStreetMap,1210544215
Sankt Eriksparkens hundrastgård,59.348901,18.0421226,Stockholm,Sweden,OpenStreetMap,1241780429
Nytorps gärdes hundrastgärd,59.2892022,18.1081808,Stockholm,Sweden,OpenStreetMap,1312412008
Bellevueparkens Hundrastområde,59.3537259,18.0480416,Stockholm,Sweden,OpenStreetMap,1419677677
Lill-Jansskogens hundrastgård,59.3516975,18.0749601,Stockholm,Sweden,OpenStreetMap,1436475793
Hagsätra hundpark,59.2657894,17.9988164,Stockholm,Sweden,OpenStreetMap,1437104820
Ekhagens hundrastgård,59.3701241,18.0570771,Stockholm,Sweden,OpenStreetMap,1441504567
Kampementsbackens hundrastgård,59.3445049,18.1033387,Stockholm,Sweden,OpenStreetMap,1442317921
Gotlandsparkens hundrastgård,59.3098101,18.0779369,Stockholm,Sweden,OpenStreetMap,1443409657
Monteliusvägens hundrastgård,59.320803,18.0594636,Stockholm,Sweden,OpenStreetMap,1443425101
Wollmar Yxkullsgatans hundrastgård,59.3162392,18.057145,Stockholm,Sweden,OpenStreetMap,1443427984
Rosenlundsparkens hundrastgård,59.3098161,18.0616907,Stockholm,Sweden,OpenStreetMap,1443801229
Älvsborgsgatans hundrastplats,59.3093418,18.0729114,Stockholm,Sweden,OpenStreetMap,1443802720
Kristinebergshöjdens hundrastgård,59.3333554,18.0074238,Stockholm,Sweden,OpenStreetMap,1444430763
Svedens hundrastgård,59.3831432,18.0374085,Stockholm,Sweden,OpenStreetMap,1450788342
Ekelunds Hundrastgård,59.3447577,18.0018196,Stockholm,Sweden,OpenStreetMap,1452371399
Vasalunds hundrastgård,59.3671201,18.0013943,Stockholm,Sweden,OpenStreetMap,1452814628
Törnbackens hundrastgård,59.3788061,18.0046475,Stockholm,Sweden,OpenStreetMap,1452836181
Otto Krabbes Plads,55.6701383,12.5529554,Copenhagen,Denmark,OpenStreetMap,9955296554
Dog Park 11171520653,55.7086181,12.5573106,Copenhagen,Denmark,OpenStreetMap,11171520653
Hundegård Sjælør Boulevard,55.6485314,12.5286287,Copenhagen,Denmark,OpenStreetMap,12997345744
Fritløbsområdet På Bjerget,55.7187447,12.5342924,Copenhagen,Denmark,OpenStreetMap,4349669
Ågade Fritløbsområde,55.689701,12.5383764,Copenhagen,Denmark,OpenStreetMap,47067223
Nørrebroparkens Hundegård Syd,55.690666,12.5435806,Copenhagen,Denmark,OpenStreetMap,102344876
Søndermarken Hundeskov,55.668759,12.5267936,Copenhagen,Denmark,OpenStreetMap,145745737
Fritløbsområde Nørre Voldgade,55.6811224,12.5686646,Copenhagen,Denmark,OpenStreetMap,225625924
Grønningen Hundegård,55.6588969,12.584789,Copenhagen,Denmark,OpenStreetMap,265147327
Hundegård Fælledparken Nord,55.7052713,12.5738359,Copenhagen,Denmark,OpenStreetMap,299007401
Sundby Kirkegård Løbegård,55.6582502,12.614059,Copenhagen,Denmark,OpenStreetMap,333151594
Nørre Voldgade Hundepark,55.6798189,12.5670235,Copenhagen,Denmark,OpenStreetMap,367473144
Nørre Voldgade Hundepark,55.6804662,12.5678581,Copenhagen,Denmark,OpenStreetMap,367473146
Ørestad Bypark Hundegård,55.6341062,12.5746954,Copenhagen,Denmark,OpenStreetMap,417681038
Fritløbsområde Scherfigsvej,55.7213804,12.578565,Copenhagen,Denmark,OpenStreetMap,472083047
Øselsgade Hundegård,55.661487,12.6014435,Copenhagen,Denmark,OpenStreetMap,474447226
Sluseholmen hundepark,55.6467087,12.5483435,Copenhagen,Denmark,OpenStreetMap,627743141
Den store hundegård i Nørrebroparken,55.6971273,12.5423466,Copenhagen,Denmark,OpenStreetMap,720211860
Trondhjems Plads Løbegård,55.6941791,12.5884559,Copenhagen,Denmark,OpenStreetMap,722794160
Aksel Møller Have Løbegård,55.6851903,12.5324324,Copenhagen,Denmark,OpenStreetMap,760168048
Saxoparken Hundegård,55.6700033,12.5513889,Copenhagen,Denmark,OpenStreetMap,810731381
Hundegård Bellahøj,55.7039709,12.5134725,Copenhagen,Denmark,OpenStreetMap,848524897
Løbegård Utterslev Mose,55.7108152,12.5016654,Copenhagen,Denmark,OpenStreetMap,897196076
Grøndalsparken friluftsområde,55.6902956,12.5157763,Copenhagen,Denmark,OpenStreetMap,1021619570
Løbegård Kildevældsparken,55.7137517,12.5655712,Copenhagen,Denmark,OpenStreetMap,1021694354
Trianglen Store Hundegård,55.6984255,12.5736517,Copenhagen,Denmark,OpenStreetMap,1021946711
Kalvebod hundehegn,55.6304668,12.5639035,Copenhagen,Denmark,OpenStreetMap,1042934133
Amager Strand Hundefritløbsområde,55.6671447,12.6306819,Copenhagen,Denmark,OpenStreetMap,1044458222
Charlottenlund Hundeskov,55.7503871,12.5815854,Copenhagen,Denmark,OpenStreetMap,1050787991
Skotlands Plads Løbegård,55.657461,12.6043017,Copenhagen,Denmark,OpenStreetMap,1086489671
Fritløbsområde Amager Fælled,55.6526822,12.5874339,Copenhagen,Denmark,OpenStreetMap,1086489672
Kirkemosen Fritløbsområde,55.7096715,12.5042198,Copenhagen,Denmark,OpenStreetMap,1086489674
Fritløbsområde Sølvgade v. Botanisk Have,55.6880935,12.5767185,Copenhagen,Denmark,OpenStreetMap,1086489675
Steins Plads Løbegård,55.6617653,12.5038197,Copenhagen,Denmark,OpenStreetMap,1086489676
Fritløbsområde Valbyparken Øst,55.639553,12.5265665,Copenhagen,Denmark,OpenStreetMap,1086489679
Fritløbsområde Valbyparken Vest,55.639583,12.5135968,Copenhagen,Denmark,OpenStreetMap,1086489680
Domus Vista Hundegård,55.6710032,12.4984453,Copenhagen,Denmark,OpenStreetMap,1131938927
Dyssegårdsparken hundeskov:,55.7294563,12.5368045,Copenhagen,Denmark,OpenStreetMap,1138306326
Dog Park 1327224082,55.6391923,12.5369185,Copenhagen,Denmark,OpenStreetMap,1327224082
Dog Park 1327266043,55.6540006,12.537617,Copenhagen,Denmark,OpenStreetMap,1327266043
Fritløbsområde Christianshavn Vold,55.6695171,12.5853112,Copenhagen,Denmark,OpenStreetMap,1414426471
Hundegård Eidsvoll Plads,55.6907378,12.5874034,Copenhagen,Denmark,OpenStreetMap,1414426472
Fritløbsområde Lersøparken,55.7159001,12.553498,Copenhagen,Denmark,OpenStreetMap,1414426473
Løbegård Trekronergade,55.6611702,12.5190619,Copenhagen,Denmark,OpenStreetMap,1414426476
Hundegård Sønder Boulebard,55.6679228,12.5554891,Copenhagen,Denmark,OpenStreetMap,1414426477
Hundegård Otto Krabbes Plads,55.6699943,12.5532377,Copenhagen,Denmark,OpenStreetMap,1414426478
Fritløbsområde Grøndalsparken,55.6893282,12.5087325,Copenhagen,Denmark,OpenStreetMap,1414426479
Hundegård Guldbergs Plads,55.6974302,12.5542419,Copenhagen,Denmark,OpenStreetMap,1414426480
Isdammen Årvoll - friområde for hund,59.9561831,10.8214122,Oslo,Norway,OpenStreetMap,115133425
Dog Park 140701241,59.9361579,10.76947,Oslo,Norway,OpenStreetMap,140701241
Hundejordet,59.9294473,10.6989989,Oslo,Norway,OpenStreetMap,182673426
Dog Park 333884358,59.9120304,10.7599386,Oslo,Norway,OpenStreetMap,333884358
Sverdrups Hundepark,59.9200851,10.7634153,Oslo,Norway,OpenStreetMap,573535963
Dog Park 589985650,59.8431841,10.7888734,Oslo,Norway,OpenStreetMap,589985650
Dog Park 935429438,59.9064159,10.7781326,Oslo,Norway,OpenStreetMap,935429438
Canisbanen,59.9286804,10.6926682,Oslo,Norway,OpenStreetMap,990580202
Meilahdenpuiston koira-aitaus,60.1935954,24.8922624,Helsinki,Finland,OpenStreetMap,5682127534
Dog Park 15414701,60.2370657,25.0000068,Helsinki,Finland,OpenStreetMap,15414701
Dog Park 22392679,60.2387154,24.9943831,Helsinki,Finland,OpenStreetMap,22392679
Lapinlahdentien koira-aitaus,60.1662627,24.9155225,Helsinki,Finland,OpenStreetMap,25758840
Taivallahden koira-aitaus,60.1756945,24.914079,Helsinki,Finland,OpenStreetMap,25825582
Länsi-Pasilan koira-aitaus,60.1994136,24.9188744,Helsinki,Finland,OpenStreetMap,25948385
Eläintarhan koira-aitaus,60.1893297,24.9270206,Helsinki,Finland,OpenStreetMap,25959097
Risupadontien koira-aitaus,60.2357878,24.9476888,Helsinki,Finland,OpenStreetMap,25985306
Munkinpuiston koirapuisto,60.2020534,24.8650581,Helsinki,Finland,OpenStreetMap,26306989
Brahenpuistikon koira-aitaus,60.1898892,24.9488247,Helsinki,Finland,OpenStreetMap,28135193
Tehtaanpuiston koira-aitaus,60.1581686,24.9376248,Helsinki,Finland,OpenStreetMap,28322944
Sinebrychoffinpuiston koira-aitaus,60.1623257,24.9319366,Helsinki,Finland,OpenStreetMap,30566701
Vallilanlaakson koira-aitaus,60.1990474,24.9563708,Helsinki,Finland,OpenStreetMap,32786721
Katajanokan puiston koira-aitaus,60.167513,24.9613358,Helsinki,Finland,OpenStreetMap,32787252
Laivastopuiston koira-aitaus,60.1689509,24.9671742,Helsinki,Finland,OpenStreetMap,32796130
Alppipuiston koira-aitaus,60.1918809,24.9347063,Helsinki,Finland,OpenStreetMap,33050920
Dog Park 34561274,60.1829177,24.9638768,Helsinki,Finland,OpenStreetMap,34561274
Dog Park 34561275,60.1832094,24.9643758,Helsinki,Finland,OpenStreetMap,34561275
Sähköttäjänpuiston koira-aitaus,60.1968709,24.9389749,Helsinki,Finland,OpenStreetMap,34561281
Kumpulanlaakson koira-aitaus,60.2053744,24.9588647,Helsinki,Finland,OpenStreetMap,35263566
Louhenpuiston koirapuisto,60.2171204,24.9427992,Helsinki,Finland,OpenStreetMap,39302790
Louhenpuiston koirapuisto,60.21773,24.94296,Helsinki,Finland,OpenStreetMap,39302791
Alli Tryggin puiston opaskoira-aitaus,60.1828613,24.9560372,Helsinki,Finland,OpenStreetMap,39348708
Taka-Lassilan Koirapuisto,60.2334199,24.869371,Helsinki,Finland,OpenStreetMap,60772823
Dog Park 83806408,60.2010601,24.9430436,Helsinki,Finland,OpenStreetMap,83806408
Dog Park 83806413,60.2009982,24.9435384,Helsinki,Finland,OpenStreetMap,83806413
Rantakallionpuiston koira-aitaus,60.1553165,24.9357466,Helsinki,Finland,OpenStreetMap,87068567
Tervasaaren koira-aitaus,60.1730574,24.9683518,Helsinki,Finland,OpenStreetMap,87699952
Rantakallionpuiston koira-aitaus,60.1557186,24.935564,Helsinki,Finland,OpenStreetMap,96319451
Risupadontien koira-aitaus,60.2356822,24.9486163,Helsinki,Finland,OpenStreetMap,98045684
Tokoinrannan koira-aitaus,60.1809463,24.939319,Helsinki,Finland,OpenStreetMap,103907834
Dog Park 122998969,60.1463455,24.9905776,Helsinki,Finland,OpenStreetMap,122998969
Nervanderin puistikon koira-aitaus,60.1727615,24.9295514,Helsinki,Finland,OpenStreetMap,124555517
Laivurinrinteen koira-aitaus,60.1623562,24.9429447,Helsinki,Finland,OpenStreetMap,125775250
Dog Park 126301897,60.2394341,25.0098023,Helsinki,Finland,OpenStreetMap,126301897
Dog Park 126301898,60.2393381,25.0091927,Helsinki,Finland,OpenStreetMap,126301898
Dog Park 150516509,60.2249484,24.8873878,Helsinki,Finland,OpenStreetMap,150516509
Dog Park 150516511,60.2252373,24.8873245,Helsinki,Finland,OpenStreetMap,150516511
Dog Park 159745085,60.2143267,24.8876508,Helsinki,Finland,OpenStreetMap,159745085
Länsilinkin koira-aitaus,60.1621582,24.921896,Helsinki,Finland,OpenStreetMap,177567274
Lapinlahden puistikon koira-aitaus,60.1662058,24.93108,Helsinki,Finland,OpenStreetMap,177714618
Pengerpuiston koira-aitaus,60.1853554,24.9581441,Helsinki,Finland,OpenStreetMap,177714619
Tervasaaren koira-aitaus,60.1732995,24.9678804,Helsinki,Finland,OpenStreetMap,329093973
Veijarivuoren puiston koira-aitaus,60.1457868,24.8902501,Helsinki,Finland,OpenStreetMap,492420235
Dog Park 655029423,60.1595863,24.9151443,Helsinki,Finland,OpenStreetMap,655029423
Heinämiehentien koira-aitaus,60.2403576,24.9128662,Helsinki,Finland,OpenStreetMap,732553431
Maexmontaninpuiston koira-aitaus,60.226604,24.9685103,Helsinki,Finland,OpenStreetMap,803053586
Mustikkamaan koira-aitaus,60.1810775,24.9856706,Helsinki,Finland,OpenStreetMap,822277702
Mustikkamaan koira-aitaus,60.1813281,24.9858564,Helsinki,Finland,OpenStreetMap,822277704
Kauppalanpuiston koira-aitaus,60.2086242,24.8977113,Helsinki,Finland,OpenStreetMap,870340266
Maunulanpuiston koira-aitaus,60.2218877,24.9328438,Helsinki,Finland,OpenStreetMap,1101831928
Maunulanpuiston koira-aitaus,60.2220806,24.9325681,Helsinki,Finland,OpenStreetMap,1101831929
Ruukinlahdenpuiston koira-aitaus,60.162799,24.874589,Helsinki,Finland,OpenStreetMap,1131550215
Kaivopuiston koira-aitaus,60.1545656,24.954752,Helsinki,Finland,OpenStreetMap,1267055142
Sibeliuksenpuiston koira-aitaus,60.1807299,24.915292,Helsinki,Finland,OpenStreetMap,1330178108
Dog Park 1363669590,60.1970916,24.9050132,Helsinki,Finland,OpenStreetMap,1363669590
Pihlajistonkallion koira-aitaus,60.228756,25.0037853,Helsinki,Finland,OpenStreetMap,1433301985
Dog Park 4847967783,41.8875011,12.5138239,Rome,Italy,OpenStreetMap,4847967783
Dog Park 6853870669,41.8622641,12.5571638,Rome,Italy,OpenStreetMap,6853870669
Dog Park 11514121969,41.9227581,12.5227997,Rome,Italy,OpenStreetMap,11514121969
Dog Park 42689863,41.9177487,12.4591317,Rome,Italy,OpenStreetMap,42689863
Area Cani,41.9088382,12.4445417,Rome,Italy,OpenStreetMap,42692379
